learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected
2420.0,16.40625,0.0,2420.0,68.4,32.452941503392324,2420.0,0.0,0.0,0.0
2430.0,16.53125,0.0,2430.0,68.60000000000001,32.9564088548784,2430.0,0.0,0.0,0.0
2440.0,16.671875,0.0,2440.0,68.60000000000001,32.78102455419264,2440.0,0.0,0.0,0.0
2450.0,16.734375,0.0,2450.0,68.8,33.24204039712426,2450.0,0.0,0.0,0.0
2460.0,16.875,0.0,2460.0,69.0,33.48353180989162,2460.0,0.0,0.0,0.0
2470.0,17.015625,0.0,2470.0,68.8,32.91938285832228,2470.0,0.0,0.0,0.0
2480.0,17.140625,0.0,2480.0,69.0,33.166897348666126,2480.0,0.0,0.0,0.0
2490.0,17.265625,0.0,2490.0,69.1,33.22788092521521,2490.0,0.0,0.0,0.0
2500.0,17.40625,0.0,2500.0,68.8,32.73571604123816,2500.0,0.0,0.0,0.0
2510.0,17.546875,0.0,2510.0,68.7,32.630219543693514,2510.0,0.0,0.0,0.0
2520.0,17.6875,0.0,2520.0,68.60000000000001,32.67148401483801,2520.0,0.0,0.0,0.0
2530.0,17.828125,0.0,2530.0,68.89999999999999,33.33619137443196,2530.0,0.0,0.0,0.0
2540.0,17.96875,0.0,2540.0,68.4,32.57544722108426,2540.0,0.0,0.0,0.0
2550.0,18.125,0.0,2550.0,68.30000000000001,32.39035293515446,2550.0,0.0,0.0,0.0
2560.0,18.25,0.0,2560.0,68.2,32.4292738484291,2560.0,0.0,0.0,0.0
2570.0,18.390625,0.0,2570.0,68.5,33.06417339566512,2570.0,0.0,0.0,0.0
2580.0,18.515625,0.0,2580.0,68.30000000000001,32.56466984343093,2580.0,0.0,0.0,0.0
2590.0,18.65625,0.0,2590.0,67.9,31.789205269868265,2590.0,0.0,0.0,0.0
2600.0,18.8125,0.0,2600.0,67.9,31.837871812730405,2600.0,0.0,0.0,0.0
2610.0,18.953125,0.0,2610.0,68.10000000000001,32.16287714463131,2610.0,0.0,0.0,0.0
2620.0,19.109375,0.0,2620.0,68.2,32.59741581035712,2620.0,0.0,0.0,0.0
2630.0,19.25,0.0,2630.0,68.7,33.608796728377264,2630.0,0.0,0.0,0.0
2640.0,19.40625,0.0,2640.0,68.4,33.021331434191346,2640.0,0.0,0.0,0.0
2650.0,19.546875,0.0,2650.0,68.30000000000001,32.53883805064908,2650.0,0.0,0.0,0.0
2660.0,19.65625,0.0,2660.0,68.2,32.37639553429029,2660.0,0.0,0.0,0.0
2670.0,19.796875,0.0,2670.0,68.4,32.87564150494512,2670.0,0.0,0.0,0.0
2680.0,19.9375,0.0,2680.0,68.2,32.52447579156429,2680.0,0.0,0.0,0.0
2690.0,20.109375,0.0,2690.0,67.9,31.95981177667558,2690.0,0.0,0.0,0.0
2700.0,20.265625,0.0,2700.0,68.30000000000001,32.73580661862689,2700.0,0.0,0.0,0.0
2710.0,20.421875,0.0,2710.0,68.2,32.69100514765647,2710.0,0.0,0.0,0.0
2720.0,20.578125,0.0,2720.0,68.10000000000001,32.43243243243244,2720.0,0.0,0.0,0.0
2730.0,20.734375,0.0,2730.0,67.9,32.150798549168485,2730.0,0.0,0.0,0.0
2740.0,20.890625,0.0,2740.0,67.9,32.10315244428652,2740.0,0.0,0.0,0.0
2750.0,21.03125,0.0,2750.0,68.10000000000001,32.57353500680607,2750.0,0.0,0.0,0.0
2760.0,21.203125,0.0,2760.0,67.9,32.19837783034809,2760.0,0.0,0.0,0.0
2770.0,21.34375,0.0,2770.0,68.0,32.3424318667146,2770.0,0.0,0.0,0.0
2780.0,21.515625,0.0,2780.0,67.7,31.79841045954781,2780.0,0.0,0.0,0.0
2790.0,21.65625,0.0,2790.0,67.80000000000001,31.915541440599487,2790.0,0.0,0.0,0.0
2800.0,21.828125,0.0,2800.0,67.80000000000001,32.01099648230809,2800.0,0.0,0.0,0.0
2810.0,21.984375,0.0,2810.0,67.60000000000001,31.727093807815997,2810.0,0.0,0.0,0.0
2820.0,22.15625,0.0,2820.0,67.4,31.258724448699205,2820.0,0.0,0.0,0.0
2830.0,22.296875,0.0,2830.0,68.0,32.36388231315524,2830.0,0.0,0.0,0.0
2840.0,22.453125,0.0,2840.0,68.10000000000001,32.38832416301409,2840.0,0.0,0.0,0.0
2850.0,22.59375,0.0,2850.0,68.0,32.501982754256595,2850.0,0.0,0.0,0.0
2860.0,22.765625,0.0,2860.0,67.80000000000001,32.05575648107902,2860.0,0.0,0.0,0.0
2870.0,22.9375,0.0,2870.0,68.10000000000001,32.38832416301409,2870.0,0.0,0.0,0.0
2880.0,23.09375,0.0,2880.0,68.30000000000001,32.64777121488974,2880.0,0.0,0.0,0.0
2890.0,23.28125,0.0,2890.0,68.4,32.8137026028312,2890.0,0.0,0.0,0.0
2900.0,23.4375,0.0,2900.0,68.89999999999999,33.64682187478664,2900.0,0.0,0.0,0.0
2910.0,23.609375,0.0,2910.0,68.89999999999999,33.863559033684915,2910.0,0.0,0.0,0.0
2920.0,23.78125,0.0,2920.0,68.89999999999999,34.092854902559125,2920.0,0.0,0.0,0.0
2930.0,23.9375,0.0,2930.0,69.19999999999999,34.56526265248629,2930.0,0.0,0.0,0.0
2940.0,24.09375,0.0,2940.0,69.39999999999999,34.92020281076667,2940.0,0.0,0.0,0.0
2950.0,24.21875,0.0,2950.0,69.39999999999999,34.90109646976729,2950.0,0.0,0.0,0.0
2960.0,24.390625,0.0,2960.0,69.5,35.069358698151284,2960.0,0.0,0.0,0.0
2970.0,24.5,0.0,2970.0,69.6,35.2044470211097,2970.0,0.0,0.0,0.0
2980.0,24.65625,0.0,2980.0,69.5,35.12129127774893,2980.0,0.0,0.0,0.0
2990.0,24.828125,0.0,2990.0,69.6,35.533124098736096,2990.0,0.0,0.0,0.0
3000.0,25.0,0.0,3000.0,69.89999999999999,36.10861111582807,3000.0,0.0,0.0,0.0
3010.0,25.3125,0.0,3010.0,70.1,36.44842332576665,3010.0,0.0,0.0,0.0
3020.0,25.625,0.0,3020.0,70.0,36.21038665010972,3020.0,0.0,0.0,0.0
3030.0,25.921875,0.0,3030.0,70.19999999999999,36.8537040176301,3030.0,0.0,0.0,0.0
3040.0,26.203125,0.0,3040.0,70.0,36.4123868670383,3040.0,0.0,0.0,0.0
3050.0,26.515625,0.0,3050.0,70.39999999999999,37.406956286371624,3050.0,0.0,0.0,0.0
3060.0,26.828125,0.0,3060.0,70.39999999999999,37.45351274595983,3060.0,0.0,0.0,0.0
3070.0,27.140625,0.0,3070.0,70.6,37.68413912969753,3070.0,0.0,0.0,0.0
3080.0,27.484375,0.0,3080.0,70.6,37.82988225740965,3080.0,0.0,0.0,1.0
3090.0,27.796875,0.0,3090.0,70.5,37.659022324409754,3090.0,0.0,0.0,0.0
3100.0,28.140625,0.0,3100.0,70.7,38.14441695307419,3100.0,0.0,0.0,0.0
3110.0,28.4375,0.0,3110.0,70.8,38.48357806476078,3110.0,0.0,0.0,0.0
3120.0,28.734375,0.0,3120.0,71.0,38.904923420481595,3120.0,0.0,0.0,0.0
3130.0,29.046875,0.0,3130.0,71.3,39.498958623190234,3130.0,0.0,0.0,0.0
3140.0,29.328125,0.0,3140.0,71.89999999999999,40.704790040092846,3140.0,0.0,0.0,0.0
3150.0,29.671875,0.0,3150.0,72.2,41.374947279628834,3150.0,0.0,0.0,0.0
3160.0,30.03125,0.0,3160.0,72.5,42.02861888981643,3160.0,0.0,0.0,0.0
3170.0,30.34375,0.0,3170.0,72.89999999999999,42.79997298301306,3170.0,0.0,0.0,0.0
3180.0,30.625,0.0,3180.0,72.89999999999999,43.038985715606884,3180.0,0.0,0.0,0.0
3190.0,30.953125,0.0,3190.0,73.0,43.323033519177805,3190.0,0.0,0.0,0.0
3200.0,31.234375,0.0,3200.0,73.2,43.78157042407156,3200.0,0.0,0.0,0.0
3210.0,31.5625,0.0,3210.0,73.4,43.97287107441498,3210.0,0.0,0.0,0.0
3220.0,31.875,0.0,3220.0,73.9,45.17912353810997,3220.0,0.0,0.0,0.0
3230.0,32.15625,0.0,3230.0,73.8,44.9221131409111,3230.0,0.0,0.0,0.0
3240.0,32.5,0.0,3240.0,73.6,44.434856183095576,3240.0,0.0,0.0,1.0
3250.0,32.828125,0.0,3250.0,73.8,45.01343183344527,3250.0,0.0,0.0,0.0
3260.0,33.140625,0.0,3260.0,73.8,45.064852828321364,3260.0,0.0,0.0,0.0
3270.0,33.53125,0.0,3270.0,73.7,44.8618821595693,3270.0,0.0,0.0,0.0
3280.0,33.828125,0.0,3280.0,73.7,44.77110457790843,3280.0,0.0,0.0,0.0
3290.0,34.140625,0.0,3290.0,73.7,44.8873018667069,3290.0,0.0,0.0,0.0
3300.0,34.4375,0.0,3300.0,73.7,44.93807103198197,3300.0,0.0,0.0,0.0
3310.0,34.75,0.0,3310.0,73.9,45.39383389682992,3310.0,0.0,0.0,0.0
3320.0,35.0625,0.0,3320.0,73.7,45.10036404929696,3320.0,0.0,0.0,0.0
3330.0,35.328125,0.0,3330.0,73.7,45.16263552960801,3330.0,0.0,0.0,0.0
3340.0,35.671875,0.0,3340.0,73.9,45.43356274931216,3340.0,0.0,0.0,0.0
3350.0,35.984375,0.0,3350.0,73.8,45.20662539735654,3350.0,0.0,0.0,0.0
3360.0,36.328125,0.0,3360.0,74.1,45.738707785133656,3360.0,0.0,0.0,0.0
3370.0,36.59375,0.0,3370.0,74.1,45.58549170546413,3370.0,0.0,0.0,0.0
3380.0,36.90625,0.0,3380.0,74.3,45.86236823700908,3380.0,0.0,0.0,0.0
3390.0,37.21875,0.0,3390.0,74.3,45.901570327958574,3390.0,0.0,0.0,0.0
3400.0,37.53125,0.0,3400.0,74.4,46.09255234918549,3400.0,0.0,0.0,0.0
3410.0,37.84375,0.0,3410.0,74.4,46.0534744934084,3410.0,0.0,0.0,0.0
3420.0,38.171875,0.0,3420.0,74.6,46.40807507933293,3420.0,0.0,0.0,0.0
3430.0,38.484375,0.0,3430.0,74.4,45.80863674851821,3430.0,0.0,0.0,0.0
3440.0,38.8125,0.0,3440.0,74.4,45.79486745151182,3440.0,0.0,0.0,0.0
3450.0,39.125,0.0,3450.0,74.2,45.27242875870232,3450.0,0.0,0.0,0.0
3460.0,39.359375,0.0,3460.0,74.3,45.40557075607975,3460.0,0.0,0.0,0.0
3470.0,39.671875,0.0,3470.0,74.5,45.914991091880886,3470.0,0.0,0.0,0.0
3480.0,40.015625,0.0,3480.0,74.7,46.45049316344241,3480.0,0.0,0.0,0.0
3490.0,40.3125,0.0,3490.0,74.9,46.92817754321865,3490.0,0.0,0.0,0.0
3500.0,40.609375,0.0,3500.0,74.9,46.873809423019935,3500.0,0.0,0.0,0.0
3510.0,40.9375,0.0,3510.0,75.0,47.09196263422769,3510.0,0.0,0.0,0.0
3520.0,41.265625,0.0,3520.0,75.2,47.50211685012702,3520.0,0.0,0.0,0.0
3530.0,41.578125,0.0,3530.0,75.1,47.31095424305521,3530.0,0.0,0.0,0.0
3540.0,41.890625,0.0,3540.0,75.4,47.85926239932174,3540.0,0.0,0.0,0.0
3550.0,42.171875,0.0,3550.0,75.6,48.377050637035666,3550.0,0.0,0.0,0.0
3560.0,42.46875,0.0,3560.0,75.6,48.33638939117399,3560.0,0.0,0.0,0.0
3570.0,42.78125,0.0,3570.0,75.6,48.175083259702305,3570.0,0.0,0.0,0.0
3580.0,43.109375,0.0,3580.0,75.8,48.587865886561886,3580.0,0.0,0.0,0.0
3590.0,43.421875,0.0,3590.0,76.2,49.34187000868425,3590.0,0.0,0.0,0.0
3600.0,43.734375,0.0,3600.0,76.2,49.34187000868425,3600.0,0.0,0.0,0.0
3610.0,44.03125,0.0,3610.0,76.0,48.89267461669506,3610.0,0.0,0.0,0.0
3620.0,44.34375,0.0,3620.0,76.0,48.78186195004525,3620.0,0.0,0.0,0.0
3630.0,44.671875,0.0,3630.0,75.6,48.052611633660206,3630.0,0.0,0.0,0.0
3640.0,45.0,0.0,3640.0,75.8,48.47840989895807,3640.0,0.0,0.0,0.0
3650.0,45.3125,0.0,3650.0,75.9,48.89867094136706,3650.0,0.0,0.0,0.0
3660.0,45.609375,0.0,3660.0,76.1,49.310710498409335,3660.0,0.0,0.0,0.0
3670.0,45.90625,0.0,3670.0,76.1,49.246124442556805,3670.0,0.0,0.0,0.0
3680.0,46.25,0.0,3680.0,76.2,49.437653227279874,3680.0,0.0,0.0,0.0
3690.0,46.5625,0.0,3690.0,76.5,50.025518883974144,3690.0,0.0,0.0,0.0
3700.0,46.875,0.0,3700.0,76.4,49.964381424064584,3700.0,0.0,0.0,0.0
3710.0,47.203125,0.0,3710.0,76.5,50.28559339961921,3710.0,0.0,0.0,0.0
3720.0,47.53125,0.0,3720.0,76.5,50.398500557225354,3720.0,0.0,0.0,0.0
3730.0,47.828125,0.0,3730.0,76.6,50.73787920254311,3730.0,0.0,0.0,0.0
3740.0,48.078125,0.0,3740.0,76.9,51.468141250819365,3740.0,0.0,0.0,0.0
3750.0,48.40625,0.0,3750.0,76.8,51.298360518084685,3750.0,0.0,0.0,0.0
3760.0,48.71875,0.0,3760.0,76.8,51.158717326866075,3760.0,0.0,0.0,0.0
3770.0,49.0625,0.0,3770.0,77.0,51.579762867151715,3770.0,0.0,0.0,0.0
3780.0,49.375,0.0,3780.0,77.4,52.401010951979785,3780.0,0.0,0.0,0.0
3790.0,49.6875,0.0,3790.0,77.3,52.29970076992906,3790.0,0.0,0.0,0.0
3800.0,50.0,0.0,3800.0,77.3,52.29007633587786,3800.0,0.0,0.0,0.0
3810.0,50.3125,0.0,3810.0,77.7,53.08621197458662,3810.0,0.0,0.0,0.0
3820.0,50.609375,0.0,3820.0,77.7,53.174869813539395,3820.0,0.0,0.0,0.0
3830.0,50.890625,0.0,3830.0,77.3,52.52913080211131,3830.0,0.0,0.0,0.0
3840.0,51.21875,0.0,3840.0,77.3,52.645193591455275,3840.0,0.0,0.0,0.0
3850.0,51.53125,0.0,3850.0,77.0,51.88989060179472,3850.0,0.0,0.0,0.0
3860.0,51.84375,0.0,3860.0,77.4,52.624319236622675,3860.0,0.0,0.0,0.0
3870.0,52.140625,0.0,3870.0,77.3,52.40531383139321,3870.0,0.0,0.0,0.0
3880.0,52.46875,0.0,3880.0,77.3,52.48342152856856,3880.0,0.0,0.0,0.0
3890.0,52.796875,0.0,3890.0,77.0,51.966451699134566,3890.0,0.0,0.0,0.0
3900.0,53.109375,0.0,3900.0,76.8,51.63280963341006,3900.0,0.0,0.0,0.0
3910.0,53.4375,0.0,3910.0,76.9,51.681322634894876,3910.0,0.0,0.0,0.0
3920.0,53.765625,0.0,3920.0,76.9,51.497488787731186,3920.0,0.0,0.0,0.0
3930.0,54.0625,0.0,3930.0,76.7,51.122709270322886,3930.0,0.0,0.0,0.0
3940.0,54.40625,0.0,3940.0,76.4,50.56494216517174,3940.0,0.0,0.0,0.0
3950.0,54.625,0.0,3950.0,76.4,50.56494216517174,3950.0,0.0,0.0,0.0
3960.0,54.953125,0.0,3960.0,76.2,50.25187600593634,3960.0,0.0,0.0,0.0
3970.0,55.28125,0.0,3970.0,76.2,50.29571958432185,3970.0,0.0,0.0,0.0
3980.0,55.59375,0.0,3980.0,76.3,50.45240922546872,3980.0,0.0,0.0,0.0
3990.0,55.890625,0.0,3990.0,76.0,49.807595783838046,3990.0,0.0,0.0,1.0
4000.0,56.21875,0.0,4000.0,76.0,49.906283004454174,4000.0,0.0,0.0,0.0
4010.0,56.578125,0.0,4010.0,76.0,49.862120832288795,4010.0,0.0,0.0,0.0
4020.0,56.875,0.0,4020.0,76.2,50.216495492291926,4020.0,0.0,0.0,0.0
4030.0,57.1875,0.0,4030.0,75.9,49.432638399301716,4030.0,0.0,0.0,1.0
4040.0,57.5,0.0,4040.0,76.0,49.67055182045809,4040.0,0.0,0.0,0.0
4050.0,57.84375,0.0,4050.0,76.1,49.80552265262062,4050.0,0.0,0.0,0.0
4060.0,58.15625,0.0,4060.0,76.0,49.59698589975681,4060.0,0.0,0.0,0.0
4070.0,58.5,0.0,4070.0,76.1,49.81521921720141,4070.0,0.0,0.0,0.0
4080.0,58.84375,0.0,4080.0,76.2,49.921937137302265,4080.0,0.0,0.0,0.0
4090.0,59.140625,0.0,4090.0,76.3,50.00590647518437,4090.0,0.0,0.0,0.0
4100.0,59.46875,0.0,4100.0,76.3,50.00590647518437,4100.0,0.0,0.0,0.0
4110.0,59.78125,0.0,4110.0,76.4,50.148077109940395,4110.0,0.0,0.0,0.0
4120.0,60.109375,0.0,4120.0,76.3,49.967066930131224,4120.0,0.0,0.0,0.0
4130.0,60.4375,0.0,4130.0,76.3,50.05479221107646,4130.0,0.0,0.0,0.0
4140.0,60.765625,0.0,4140.0,76.2,49.82480846990965,4140.0,0.0,0.0,0.0
4150.0,61.078125,0.0,4150.0,75.9,49.1015687699053,4150.0,0.0,0.0,0.0
4160.0,61.390625,0.0,4160.0,75.8,49.0206487438435,4160.0,0.0,0.0,0.0
4170.0,61.75,0.0,4170.0,75.7,48.87869735347331,4170.0,0.0,0.0,0.0
4180.0,62.0,0.0,4180.0,75.7,48.72985062030551,4180.0,0.0,0.0,0.0
4190.0,62.3125,0.0,4190.0,75.7,48.72985062030551,4190.0,0.0,0.0,0.0
4200.0,62.65625,0.0,4200.0,75.7,48.627964990909476,4200.0,0.0,0.0,0.0
4210.0,62.984375,0.0,4210.0,75.5,48.27819155224536,4210.0,0.0,0.0,0.0
4220.0,63.296875,0.0,4220.0,75.6,48.312750227720464,4220.0,0.0,0.0,0.0
4230.0,63.59375,0.0,4230.0,75.7,48.568380771770606,4230.0,0.0,0.0,0.0
4240.0,63.9375,0.0,4240.0,76.0,49.17149537460608,4240.0,0.0,0.0,0.0
4250.0,64.25,0.0,4250.0,75.9,48.833140838372174,4250.0,0.0,0.0,0.0
4260.0,64.59375,0.0,4260.0,76.0,49.06621392190152,4260.0,0.0,0.0,0.0
4270.0,64.921875,0.0,4270.0,76.0,49.09041542221016,4270.0,0.0,0.0,0.0
4280.0,65.265625,0.0,4280.0,75.9,49.02922888202699,4280.0,0.0,0.0,0.0
4290.0,65.578125,0.0,4290.0,75.9,48.9112369840247,4290.0,0.0,0.0,0.0
4300.0,65.90625,0.0,4300.0,75.9,48.96403340844021,4300.0,0.0,0.0,0.0
4310.0,66.234375,0.0,4310.0,75.9,48.96403340844021,4310.0,0.0,0.0,0.0
4320.0,66.546875,0.0,4320.0,76.2,49.5146619603584,4320.0,0.0,0.0,0.0
4330.0,66.84375,0.0,4330.0,76.1,49.310710498409335,4330.0,0.0,0.0,0.0
4340.0,67.09375,0.0,4340.0,75.8,48.73641620946046,4340.0,0.0,0.0,0.0
4350.0,67.453125,0.0,4350.0,75.7,48.330852647246445,4350.0,0.0,0.0,0.0
4360.0,67.796875,0.0,4360.0,75.8,48.61908482521996,4360.0,0.0,0.0,0.0
4370.0,68.125,0.0,4370.0,76.0,49.0860954126572,4370.0,0.0,0.0,0.0
4380.0,68.515625,0.0,4380.0,75.7,48.56620355083691,4380.0,0.0,0.0,0.0
4390.0,68.75,0.0,4390.0,75.9,48.88523143749152,4390.0,0.0,0.0,0.0
4400.0,69.03125,0.0,4400.0,75.8,48.70446991792715,4400.0,0.0,0.0,0.0
4410.0,69.34375,0.0,4410.0,75.6,48.23753033620149,4410.0,0.0,0.0,1.0
4420.0,69.6875,0.0,4420.0,75.5,47.94941958291552,4420.0,0.0,0.0,0.0
4430.0,70.0,0.0,4430.0,75.2,47.48944495496373,4430.0,0.0,0.0,0.0
4440.0,70.28125,0.0,4440.0,75.2,47.57203560027906,4440.0,0.0,0.0,0.0
4450.0,70.59375,0.0,4450.0,75.2,47.71660714511594,4450.0,0.0,0.0,0.0
4460.0,70.875,0.0,4460.0,75.2,47.81781684895361,4460.0,0.0,0.0,0.0
4470.0,71.203125,0.0,4470.0,75.0,47.29496688015719,4470.0,0.0,0.0,0.0
4480.0,71.5,0.0,4480.0,74.7,46.58931617435949,4480.0,0.0,0.0,0.0
4490.0,71.796875,0.0,4490.0,74.9,46.90527562719466,4490.0,0.0,0.0,0.0
4500.0,72.140625,0.0,4500.0,74.9,47.05266888300117,4500.0,0.0,0.0,0.0
4510.0,72.3125,0.0,4510.0,74.8,46.832526678678576,4510.0,0.0,0.0,0.0
4520.0,72.609375,0.0,4520.0,74.6,46.52721638372406,4520.0,0.0,0.0,0.0
4530.0,72.90625,0.0,4530.0,74.5,46.36141050559104,4530.0,0.0,0.0,0.0
4540.0,73.28125,0.0,4540.0,74.5,46.28457798636682,4540.0,0.0,0.0,0.0
4550.0,73.59375,0.0,4550.0,74.4,45.98859853072109,4550.0,0.0,0.0,0.0
4560.0,73.890625,0.0,4560.0,74.4,45.97697268460682,4560.0,0.0,0.0,0.0
4570.0,74.21875,0.0,4570.0,74.5,46.313528990694344,4570.0,0.0,0.0,0.0
4580.0,74.546875,0.0,4580.0,74.6,46.451686350239704,4580.0,0.0,0.0,0.0
4590.0,74.828125,0.0,4590.0,74.5,46.19799139167863,4590.0,0.0,0.0,0.0
4600.0,75.125,0.0,4600.0,74.4,46.030046085280965,4600.0,0.0,0.0,0.0
4610.0,75.421875,0.0,4610.0,74.4,46.02617730400756,4610.0,0.0,0.0,0.0
4620.0,75.765625,0.0,4620.0,74.5,46.16346040164169,4620.0,0.0,0.0,0.0
4630.0,76.0625,0.0,4630.0,74.7,46.518864255153645,4630.0,0.0,0.0,0.0
4640.0,76.359375,0.0,4640.0,74.8,46.69689995938811,4640.0,0.0,0.0,0.0
4650.0,76.625,0.0,4650.0,74.9,46.82068188174276,4650.0,0.0,0.0,0.0
4660.0,76.9375,0.0,4660.0,74.7,46.518864255153645,4660.0,0.0,0.0,0.0
4670.0,77.25,0.0,4670.0,74.8,46.723044397463,4670.0,0.0,0.0,0.0
4680.0,77.578125,0.0,4680.0,75.0,47.02424594311676,4680.0,0.0,0.0,0.0
4690.0,77.875,0.0,4690.0,75.3,47.72176975566806,4690.0,0.0,0.0,0.0
4700.0,78.1875,0.0,4700.0,75.3,47.54724994691017,4700.0,0.0,0.0,0.0
4710.0,78.4375,0.0,4710.0,75.1,47.09152104440063,4710.0,0.0,0.0,0.0
4720.0,78.734375,0.0,4720.0,75.3,47.46066995090657,4720.0,0.0,0.0,0.0
4730.0,79.078125,0.0,4730.0,75.4,47.639075723261875,4730.0,0.0,0.0,0.0
4740.0,79.421875,0.0,4740.0,75.3,47.36034507744636,4740.0,0.0,0.0,0.0
4750.0,79.71875,0.0,4750.0,75.2,47.109806865488295,4750.0,0.0,0.0,0.0
4760.0,80.015625,0.0,4760.0,75.4,47.65066394279878,4760.0,0.0,0.0,0.0
4770.0,80.34375,0.0,4770.0,75.1,47.161130964001664,4770.0,0.0,0.0,0.0
4780.0,80.703125,0.0,4780.0,75.1,47.048315753657704,4780.0,0.0,0.0,0.0
4790.0,81.015625,0.0,4790.0,74.9,46.52246908529985,4790.0,0.0,0.0,0.0
4800.0,81.34375,0.0,4800.0,75.2,47.21427598419834,4800.0,0.0,0.0,0.0
4810.0,81.640625,0.0,4810.0,75.1,46.86344973581105,4810.0,0.0,0.0,0.0
4820.0,81.96875,0.0,4820.0,75.3,47.21500376119812,4820.0,0.0,0.0,0.0
4830.0,82.28125,0.0,4830.0,75.5,47.49249892841835,4830.0,0.0,0.0,0.0
4840.0,82.578125,0.0,4840.0,75.6,47.56296742026992,4840.0,0.0,0.0,0.0
4850.0,82.875,0.0,4850.0,75.7,47.90818120235635,4850.0,0.0,0.0,0.0
4860.0,83.1875,0.0,4860.0,75.6,47.79185210544335,4860.0,0.0,0.0,0.0
4870.0,83.421875,0.0,4870.0,75.2,47.08204416942281,4870.0,0.0,0.0,0.0
4880.0,83.71875,0.0,4880.0,75.4,47.46620539432379,4880.0,0.0,0.0,0.0
4890.0,83.984375,0.0,4890.0,75.4,47.33146067415729,4890.0,0.0,0.0,0.0
4900.0,84.3125,0.0,4900.0,75.7,47.816003092385,4900.0,0.0,0.0,0.0
4910.0,84.640625,0.0,4910.0,75.7,47.87644787644787,4910.0,0.0,0.0,0.0
4920.0,84.953125,0.0,4920.0,75.8,48.18785968758563,4920.0,0.0,0.0,0.0
4930.0,85.265625,0.0,4930.0,75.8,48.320413436692505,4930.0,0.0,0.0,0.0
4940.0,85.59375,0.0,4940.0,76.1,48.98177005507407,4940.0,0.0,0.0,0.0
4950.0,85.90625,0.0,4950.0,76.1,49.02312089412167,4950.0,0.0,0.0,0.0
4960.0,86.234375,0.0,4960.0,76.2,49.242475943492806,4960.0,0.0,0.0,0.0
