learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),IBLStreams size,sigmaForKernel,kValue
5040.0,70.1875,0.0,5040.0,74.9,45.78412144356797,5040.0,0.0,4204.0,0.5,8.0
5050.0,70.453125,0.0,5050.0,74.8,45.7492841919442,5050.0,0.0,4213.0,0.5,8.0
5060.0,70.75,0.0,5060.0,75.1,46.216120475890136,5060.0,0.0,4223.0,0.5,8.0
5070.0,71.015625,0.0,5070.0,75.3,46.6914145120214,5070.0,0.0,4232.0,0.5,8.0
5080.0,71.328125,0.0,5080.0,75.3,46.60152196471809,5080.0,0.0,4241.0,0.5,8.0
5090.0,71.59375,0.0,5090.0,75.1,46.326490140456464,5090.0,0.0,4251.0,0.5,8.0
5100.0,71.875,0.0,5100.0,75.2,46.49729897654512,5100.0,0.0,4259.0,0.5,8.0
5110.0,72.109375,0.0,5110.0,75.0,46.132531210811415,5110.0,0.0,4269.0,0.5,8.0
5120.0,72.40625,0.0,5120.0,75.3,46.7121159820504,5120.0,0.0,4278.0,0.5,8.0
5130.0,72.671875,0.0,5130.0,75.4,46.994410711438434,5130.0,0.0,4284.0,0.5,8.0
5140.0,72.9375,0.0,5140.0,75.5,47.1887151984411,5140.0,0.0,4293.0,0.5,8.0
5150.0,73.21875,0.0,5150.0,75.5,47.27690599364742,5150.0,0.0,4296.0,0.5,9.0
5160.0,73.515625,0.0,5160.0,75.6,47.34093292875056,5160.0,0.0,4306.0,0.5,9.0
5170.0,73.796875,0.0,5170.0,75.5,47.14633346564728,5170.0,0.0,4314.0,0.5,9.0
5180.0,74.0625,0.0,5180.0,75.4,47.25761012653886,5180.0,0.0,4324.0,0.5,9.0
5190.0,74.34375,0.0,5190.0,75.2,46.839296049388004,5190.0,0.0,4333.0,0.5,9.0
5200.0,74.640625,0.0,5200.0,74.9,46.36981325584378,5200.0,0.0,4343.0,0.5,9.0
5210.0,74.921875,0.0,5210.0,75.0,46.70168721138963,5210.0,0.0,4353.0,0.5,9.0
5220.0,75.203125,0.0,5220.0,74.9,46.532038173142475,5220.0,0.0,4361.0,0.5,9.0
5230.0,75.46875,0.0,5230.0,74.9,46.568460490463224,5230.0,0.0,4371.0,0.5,9.0
5240.0,75.75,0.0,5240.0,74.8,46.663505985539885,5240.0,0.0,4378.0,0.5,9.0
5250.0,76.015625,0.0,5250.0,74.6,46.2920359970228,5250.0,0.0,4379.0,0.5,9.0
5260.0,76.328125,0.0,5260.0,74.4,45.9507391658679,5260.0,0.0,4377.0,0.5,10.0
5270.0,76.59375,0.0,5270.0,74.6,46.404230267683445,5270.0,0.0,4385.0,0.5,10.0
5280.0,76.890625,0.0,5280.0,74.8,46.65605432615167,5280.0,0.0,4393.0,0.5,10.0
5290.0,77.171875,0.0,5290.0,74.8,46.74128522577892,5290.0,0.0,4403.0,0.5,10.0
5300.0,77.453125,0.0,5300.0,74.8,46.65605432615167,5300.0,0.0,4412.0,0.5,10.0
5310.0,77.71875,0.0,5310.0,74.6,46.259309410968186,5310.0,0.0,4420.0,0.5,10.0
5320.0,78.03125,0.0,5320.0,74.6,46.259309410968186,5320.0,0.0,4428.0,0.5,10.0
5330.0,78.296875,0.0,5330.0,74.4,45.928363530370945,5330.0,0.0,4438.0,0.5,10.0
5340.0,78.59375,0.0,5340.0,74.3,45.850048882446146,5340.0,0.0,4446.0,0.5,10.0
5350.0,78.875,0.0,5350.0,74.2,45.79991344792381,5350.0,0.0,4453.0,0.5,10.0
5360.0,79.203125,0.0,5360.0,74.0,45.354272455190504,5360.0,0.0,4462.0,0.5,10.0
5370.0,79.46875,0.0,5370.0,74.0,45.24010109519798,5370.0,0.0,4469.0,0.5,10.0
5380.0,79.796875,0.0,5380.0,74.0,45.32301480484522,5380.0,0.0,4476.0,0.5,10.0
5390.0,80.078125,0.0,5390.0,74.0,45.354272455190504,5390.0,0.0,4486.0,0.5,10.0
5400.0,80.40625,0.0,5400.0,74.1,45.43462689082711,5400.0,0.0,4492.0,0.5,10.0
5410.0,80.71875,0.0,5410.0,74.4,45.89453661629504,5410.0,0.0,4502.0,0.5,10.0
5420.0,81.0,0.0,5420.0,74.4,45.83615436696006,5420.0,0.0,4509.0,0.5,9.0
5430.0,81.3125,0.0,5430.0,74.7,46.37149083016084,5430.0,0.0,4519.0,0.5,9.0
5440.0,81.625,0.0,5440.0,74.9,46.61755197876612,5440.0,0.0,4528.0,0.5,9.0
5450.0,81.921875,0.0,5450.0,74.8,46.24022937502134,5450.0,0.0,4535.0,0.5,9.0
5460.0,82.234375,0.0,5460.0,74.5,45.635952756576984,5460.0,0.0,4544.0,0.5,9.0
5470.0,82.53125,0.0,5470.0,74.7,46.1404181036318,5470.0,0.0,4554.0,0.5,9.0
5480.0,82.875,0.0,5480.0,74.8,46.43221549554452,5480.0,0.0,4564.0,0.5,9.0
5490.0,83.1875,0.0,5490.0,74.9,46.62572512461086,5490.0,0.0,4573.0,0.5,9.0
5500.0,83.515625,0.0,5500.0,74.9,46.405541368089295,5500.0,0.0,4583.0,0.5,9.0
5510.0,83.859375,0.0,5510.0,75.3,47.17752628292316,5510.0,0.0,4587.0,0.5,9.0
5520.0,84.234375,0.0,5520.0,75.4,47.35039808235596,5520.0,0.0,4597.0,0.5,9.0
5530.0,84.578125,0.0,5530.0,75.4,47.18582003675523,5530.0,0.0,4607.0,0.5,9.0
5540.0,84.90625,0.0,5540.0,75.4,47.390932420872545,5540.0,0.0,4616.0,0.5,8.0
5550.0,85.265625,0.0,5550.0,75.5,47.58461340978136,5550.0,0.0,4624.0,0.5,8.0
5560.0,85.59375,0.0,5560.0,75.3,47.03298965534988,5560.0,0.0,4634.0,0.5,8.0
5570.0,85.9375,0.0,5570.0,75.6,47.71869228165054,5570.0,0.0,4643.0,0.5,8.0
5580.0,86.328125,0.0,5580.0,75.5,47.60523862071326,5580.0,0.0,4649.0,0.5,8.0
5590.0,86.609375,0.0,5590.0,75.4,47.471814144174914,5590.0,0.0,4658.0,0.5,8.0
5600.0,86.9375,0.0,5600.0,75.8,48.36562259964155,5600.0,0.0,4658.0,0.5,8.0
5610.0,87.265625,0.0,5610.0,75.8,48.405253283302066,5610.0,0.0,4668.0,0.5,8.0
5620.0,87.59375,0.0,5620.0,75.8,48.46260983640074,5620.0,0.0,4674.0,0.5,8.0
5630.0,87.9375,0.0,5630.0,75.7,48.19426086214983,5630.0,0.0,4683.0,0.5,8.0
5640.0,88.25,0.0,5640.0,75.4,47.632833787465934,5640.0,0.0,4691.0,0.5,8.0
5650.0,88.546875,0.0,5650.0,75.6,48.05858310626703,5650.0,0.0,4701.0,0.5,8.0
5660.0,88.875,0.0,5660.0,75.5,47.7678761778877,5660.0,0.0,4709.0,0.5,8.0
5670.0,89.203125,0.0,5670.0,75.4,47.51664106502817,5670.0,0.0,4717.0,0.5,8.0
5680.0,89.5625,0.0,5680.0,75.4,47.87583430448141,5680.0,0.0,4727.0,0.5,8.0
5690.0,89.890625,0.0,5690.0,75.3,47.5712987884088,5690.0,0.0,4729.0,0.5,8.0
5700.0,90.203125,0.0,5700.0,75.4,47.89636884287578,5700.0,0.0,4733.0,0.5,8.0
5710.0,90.53125,0.0,5710.0,75.7,48.53439512029821,5710.0,0.0,4743.0,0.5,8.0
5720.0,90.84375,0.0,5720.0,75.6,48.303551376523885,5720.0,0.0,4753.0,0.5,8.0
5730.0,91.171875,0.0,5730.0,75.7,48.46454021038345,5730.0,0.0,4762.0,0.5,8.0
5740.0,91.484375,0.0,5740.0,75.8,48.68097378912545,5740.0,0.0,4767.0,0.5,8.0
5750.0,91.8125,0.0,5750.0,75.7,48.379586356915866,5750.0,0.0,4776.0,0.5,8.0
5760.0,92.15625,0.0,5760.0,75.7,48.379586356915866,5760.0,0.0,4786.0,0.5,8.0
5770.0,92.515625,0.0,5770.0,75.9,48.76264988519432,5770.0,0.0,4794.0,0.5,8.0
5780.0,92.859375,0.0,5780.0,75.8,48.69228942637132,5780.0,0.0,4803.0,0.5,8.0
5790.0,93.1875,0.0,5790.0,75.9,48.937648843575474,5790.0,0.0,4810.0,0.5,8.0
5800.0,93.5,0.0,5800.0,76.2,49.64454976303318,5800.0,0.0,4818.0,0.5,8.0
5810.0,93.828125,0.0,5810.0,76.3,49.88835887546941,5810.0,0.0,4827.0,0.5,8.0
5820.0,94.171875,0.0,5820.0,75.9,49.05638042412149,5820.0,0.0,4836.0,0.5,9.0
5830.0,94.5,0.0,5830.0,76.0,49.388443694643605,5830.0,0.0,4838.0,0.5,9.0
5840.0,94.859375,0.0,5840.0,76.0,49.374992089842515,5840.0,0.0,4839.0,0.5,9.0
5850.0,95.1875,0.0,5850.0,76.1,49.50348616099726,5850.0,0.0,4846.0,0.5,9.0
5860.0,95.484375,0.0,5860.0,76.1,49.541439356832804,5860.0,0.0,4856.0,0.5,9.0
5870.0,95.796875,0.0,5870.0,76.2,49.721142470846715,5870.0,0.0,4865.0,0.5,9.0
5880.0,96.125,0.0,5880.0,76.2,49.771438942752106,5880.0,0.0,4872.0,0.5,9.0
5890.0,96.4375,0.0,5890.0,76.0,49.54697386953689,5890.0,0.0,4875.0,0.5,9.0
5900.0,96.765625,0.0,5900.0,75.8,49.200644857929746,5900.0,0.0,4882.0,0.5,9.0
5910.0,97.09375,0.0,5910.0,76.0,49.66801863961043,5910.0,0.0,4889.0,0.5,9.0
5920.0,97.421875,0.0,5920.0,76.0,49.65513769319841,5920.0,0.0,4899.0,0.5,8.0
5930.0,97.78125,0.0,5930.0,76.6,50.84343423733798,5930.0,0.0,4908.0,0.5,8.0
5940.0,98.09375,0.0,5940.0,76.4,50.24288220213198,5940.0,0.0,4918.0,0.5,8.0
5950.0,98.421875,0.0,5950.0,76.4,50.34004444145176,5950.0,0.0,4927.0,0.5,8.0
5960.0,98.78125,0.0,5960.0,76.0,49.48623289372325,5960.0,0.0,4935.0,0.5,8.0
5970.0,99.109375,0.0,5970.0,75.9,49.318640646029614,5970.0,0.0,4944.0,0.5,8.0
5980.0,99.421875,0.0,5980.0,76.0,49.534879808905416,5980.0,0.0,4954.0,0.5,8.0
5990.0,99.734375,0.0,5990.0,76.1,49.75191321167271,5990.0,0.0,4964.0,0.5,8.0
6000.0,100.03125,0.0,6000.0,75.9,49.42712049355772,6000.0,0.0,4973.0,0.5,8.0
6010.0,100.375,0.0,6010.0,75.7,49.10184657662791,6010.0,0.0,4981.0,0.5,8.0
6020.0,100.703125,0.0,6020.0,75.6,49.0926388790366,6020.0,0.0,4990.0,0.5,8.0
6030.0,101.046875,0.0,6030.0,75.7,49.252783787621865,6030.0,0.0,4998.0,0.5,8.0
6040.0,101.34375,0.0,6040.0,75.5,48.77991670987272,6040.0,0.0,5000.0,0.5,8.0
6050.0,101.703125,0.0,6050.0,75.4,48.48750088995172,6050.0,0.0,5000.0,0.5,8.0
6060.0,102.078125,0.0,6060.0,74.9,47.6634110945228,6060.0,0.0,5000.0,0.5,8.0
6070.0,102.421875,0.0,6070.0,74.6,47.03036369703037,6070.0,0.0,5000.0,0.5,8.0
6080.0,102.734375,0.0,6080.0,75.1,48.04533618214596,6080.0,0.0,5000.0,0.5,8.0
6090.0,103.09375,0.0,6090.0,74.8,47.53759805472744,6090.0,0.0,5000.0,0.5,8.0
6100.0,103.40625,0.0,6100.0,74.8,47.48249416472158,6100.0,0.0,5000.0,0.5,8.0
6110.0,103.75,0.0,6110.0,75.1,48.03536099772107,6110.0,0.0,5000.0,0.5,8.0
6120.0,104.09375,0.0,6120.0,74.9,47.76274713839751,6120.0,0.0,5000.0,0.5,8.0
6130.0,104.4375,0.0,6130.0,74.8,47.571652075496814,6130.0,0.0,5000.0,0.5,8.0
6140.0,104.734375,0.0,6140.0,74.7,47.38068101461694,6140.0,0.0,5000.0,0.5,8.0
6150.0,105.09375,0.0,6150.0,74.9,47.830496919713006,6150.0,0.0,5000.0,0.5,8.0
6160.0,105.40625,0.0,6160.0,74.8,47.587354409317804,6160.0,0.0,5000.0,0.5,8.0
6170.0,105.734375,0.0,6170.0,74.7,47.26398025630123,6170.0,0.0,4993.0,0.5,8.0
6180.0,106.0625,0.0,6180.0,74.8,47.35434702677407,6180.0,0.0,5000.0,0.5,9.0
6190.0,106.375,0.0,6190.0,74.7,47.148968882649825,6190.0,0.0,5000.0,0.5,9.0
6200.0,106.71875,0.0,6200.0,74.7,47.10255831263434,6200.0,0.0,5000.0,0.5,9.0
6210.0,107.015625,0.0,6210.0,74.5,46.59685863874346,6210.0,0.0,4998.0,0.5,9.0
6220.0,107.34375,0.0,6220.0,74.3,46.22620980566111,6220.0,0.0,5000.0,0.5,9.0
6230.0,107.71875,0.0,6230.0,74.4,46.35935044525929,6230.0,0.0,5000.0,0.5,9.0
6240.0,108.046875,0.0,6240.0,74.5,46.53370682858916,6240.0,0.0,4999.0,0.5,9.0
6250.0,108.421875,0.0,6250.0,74.8,47.16538074471654,6250.0,0.0,5000.0,0.5,9.0
6260.0,108.78125,0.0,6260.0,75.1,47.66708701134931,6260.0,0.0,5000.0,0.5,9.0
6270.0,109.140625,0.0,6270.0,75.1,47.66708701134931,6270.0,0.0,5000.0,0.5,8.0
6280.0,109.515625,0.0,6280.0,74.7,46.86704580774691,6280.0,0.0,5000.0,0.5,8.0
6290.0,109.8125,0.0,6290.0,74.7,46.91208809655705,6290.0,0.0,4998.0,0.5,8.0
6300.0,110.1875,0.0,6300.0,74.5,46.54446661859162,6300.0,0.0,5000.0,0.5,8.0
6310.0,110.546875,0.0,6310.0,74.5,46.54446661859162,6310.0,0.0,5000.0,0.5,8.0
6320.0,110.859375,0.0,6320.0,74.4,46.35080704313311,6320.0,0.0,5000.0,0.5,8.0
6330.0,111.1875,0.0,6330.0,74.2,45.93461860854987,6330.0,0.0,4997.0,0.5,8.0
6340.0,111.515625,0.0,6340.0,74.2,45.93461860854987,6340.0,0.0,5000.0,0.5,8.0
6350.0,111.859375,0.0,6350.0,74.1,45.65673520772136,6350.0,0.0,5000.0,0.5,8.0
6360.0,112.21875,0.0,6360.0,74.0,45.47368685957796,6360.0,0.0,5000.0,0.5,8.0
6370.0,112.578125,0.0,6370.0,73.7,44.97447485145201,6370.0,0.0,5000.0,0.5,9.0
6380.0,112.90625,0.0,6380.0,74.1,45.85894059116184,6380.0,0.0,5000.0,0.5,9.0
6390.0,113.265625,0.0,6390.0,74.2,46.093896909801295,6390.0,0.0,5000.0,0.5,9.0
6400.0,113.59375,0.0,6400.0,74.2,46.181830318403314,6400.0,0.0,5000.0,0.5,9.0
6410.0,113.921875,0.0,6410.0,73.8,45.53920345888418,6410.0,0.0,5000.0,0.5,9.0
6420.0,114.265625,0.0,6420.0,73.6,45.20661671613292,6420.0,0.0,5000.0,0.5,9.0
6430.0,114.640625,0.0,6430.0,73.6,45.118224491408085,6430.0,0.0,5000.0,0.5,9.0
6440.0,114.96875,0.0,6440.0,73.6,45.21184752291141,6440.0,0.0,5000.0,0.5,9.0
6450.0,115.328125,0.0,6450.0,73.6,45.42364892521799,6450.0,0.0,5000.0,0.5,9.0
6460.0,115.671875,0.0,6460.0,73.7,45.583354713764315,6460.0,0.0,4999.0,0.5,9.0
6470.0,116.0,0.0,6470.0,73.7,45.59010939905,6470.0,0.0,5000.0,0.5,10.0
6480.0,116.359375,0.0,6480.0,73.8,45.821201694018,6480.0,0.0,5000.0,0.5,10.0
6490.0,116.703125,0.0,6490.0,73.7,45.70602807597028,6490.0,0.0,5000.0,0.5,10.0
6500.0,117.046875,0.0,6500.0,73.6,45.556233811228616,6500.0,0.0,5000.0,0.5,10.0
6510.0,117.40625,0.0,6510.0,73.4,45.11027469624934,6510.0,0.0,5000.0,0.5,10.0
6520.0,117.765625,0.0,6520.0,73.6,45.51645856980704,6520.0,0.0,5000.0,0.5,10.0
6530.0,118.078125,0.0,6530.0,73.6,45.569703767236255,6530.0,0.0,5000.0,0.5,10.0
6540.0,118.390625,0.0,6540.0,73.6,45.48968433571748,6540.0,0.0,5000.0,0.5,10.0
6550.0,118.71875,0.0,6550.0,73.4,45.150341676255046,6550.0,0.0,5000.0,0.5,10.0
6560.0,119.046875,0.0,6560.0,73.5,45.29314616019819,6560.0,0.0,4998.0,0.5,10.0
6570.0,119.390625,0.0,6570.0,73.5,45.25924395785994,6570.0,0.0,5000.0,0.5,11.0
6580.0,119.734375,0.0,6580.0,73.7,45.62475706878158,6580.0,0.0,5000.0,0.5,11.0
6590.0,120.078125,0.0,6590.0,73.6,45.49711175982393,6590.0,0.0,5000.0,0.5,11.0
6600.0,120.453125,0.0,6600.0,73.5,45.27416610219894,6600.0,0.0,5000.0,0.5,11.0
6610.0,120.8125,0.0,6610.0,73.3,44.819661560590895,6610.0,0.0,5000.0,0.5,11.0
6620.0,121.125,0.0,6620.0,72.8,43.871234007428804,6620.0,0.0,5000.0,0.5,11.0
6630.0,121.5,0.0,6630.0,72.39999999999999,43.11811646771746,6630.0,0.0,5000.0,0.5,11.0
6640.0,121.828125,0.0,6640.0,72.5,43.339624352011334,6640.0,0.0,5000.0,0.5,11.0
6650.0,122.171875,0.0,6650.0,72.39999999999999,43.190004734166266,6650.0,0.0,5000.0,0.5,11.0
6660.0,122.546875,0.0,6660.0,72.39999999999999,43.230435068781674,6660.0,0.0,4996.0,0.5,11.0
6670.0,122.875,0.0,6670.0,72.5,43.643383528293064,6670.0,0.0,5000.0,0.5,10.0
6680.0,123.203125,0.0,6680.0,72.5,43.451010067776544,6680.0,0.0,5000.0,0.5,10.0
6690.0,123.578125,0.0,6690.0,72.3,43.10058665965522,6690.0,0.0,4999.0,0.5,10.0
6700.0,123.921875,0.0,6700.0,72.2,42.95961622901508,6700.0,0.0,5000.0,0.5,10.0
6710.0,124.21875,0.0,6710.0,72.1,42.678928034318666,6710.0,0.0,5000.0,0.5,10.0
6720.0,124.546875,0.0,6720.0,72.2,42.89892699278636,6720.0,0.0,5000.0,0.5,10.0
6730.0,124.890625,0.0,6730.0,72.1,42.60912494343193,6730.0,0.0,4998.0,0.5,10.0
6740.0,125.21875,0.0,6740.0,72.1,42.52636783124587,6740.0,0.0,5000.0,0.5,10.0
6750.0,125.59375,0.0,6750.0,72.0,42.377346065195916,6750.0,0.0,5000.0,0.5,10.0
6760.0,125.9375,0.0,6760.0,72.1,42.60912494343193,6760.0,0.0,5000.0,0.5,11.0
6770.0,126.265625,0.0,6770.0,71.89999999999999,42.179642295694535,6770.0,0.0,5000.0,0.5,11.0
6780.0,126.625,0.0,6780.0,71.7,41.71389969023923,6780.0,0.0,5000.0,0.5,11.0
6790.0,126.984375,0.0,6790.0,71.89999999999999,42.249989724197455,6790.0,0.0,5000.0,0.5,11.0
6800.0,127.328125,0.0,6800.0,71.5,41.48084267586547,6800.0,0.0,5000.0,0.5,11.0
6810.0,127.671875,0.0,6810.0,71.1,40.79324756207489,6810.0,0.0,4997.0,0.5,11.0
6820.0,128.03125,0.0,6820.0,71.6,41.818539399501766,6820.0,0.0,4998.0,0.5,11.0
6830.0,128.328125,0.0,6830.0,71.5,41.588306183851316,6830.0,0.0,5000.0,0.5,11.0
6840.0,128.734375,0.0,6840.0,71.5,41.714930794149396,6840.0,0.0,5000.0,0.5,11.0
6850.0,129.0625,0.0,6850.0,71.39999999999999,41.485530967657446,6850.0,0.0,5000.0,0.5,11.0
6860.0,129.390625,0.0,6860.0,71.39999999999999,41.52309837614142,6860.0,0.0,5000.0,0.5,12.0
6870.0,129.796875,0.0,6870.0,71.5,41.714930794149396,6870.0,0.0,5000.0,0.5,12.0
6880.0,130.15625,0.0,6880.0,71.7,42.123948823664136,6880.0,0.0,5000.0,0.5,12.0
6890.0,130.484375,0.0,6890.0,72.0,42.67581123963557,6890.0,0.0,5000.0,0.5,12.0
6900.0,130.875,0.0,6900.0,72.2,42.99821203024785,6900.0,0.0,5000.0,0.5,12.0
6910.0,131.203125,0.0,6910.0,72.39999999999999,43.397387256208845,6910.0,0.0,5000.0,0.5,12.0
6920.0,131.5625,0.0,6920.0,72.6,43.79164341746808,6920.0,0.0,5000.0,0.5,12.0
6930.0,131.90625,0.0,6930.0,72.2,43.08526973078103,6930.0,0.0,5000.0,0.5,12.0
6940.0,132.203125,0.0,6940.0,72.5,43.773359613324274,6940.0,0.0,4999.0,0.5,12.0
6950.0,132.53125,0.0,6950.0,72.5,43.66416467271952,6950.0,0.0,5000.0,0.5,12.0
6960.0,132.84375,0.0,6960.0,72.89999999999999,44.44672215161329,6960.0,0.0,5000.0,0.5,12.0
6970.0,133.171875,0.0,6970.0,72.89999999999999,44.39885104636848,6970.0,0.0,5000.0,0.5,12.0
6980.0,133.484375,0.0,6980.0,73.0,44.552373363781605,6980.0,0.0,5000.0,0.5,12.0
6990.0,133.84375,0.0,6990.0,73.0,44.4460447641426,6990.0,0.0,5000.0,0.5,12.0
7000.0,134.1875,0.0,7000.0,73.4,45.09758594498201,7000.0,0.0,5000.0,0.5,12.0
7010.0,134.53125,0.0,7010.0,73.6,45.41732999772572,7010.0,0.0,5000.0,0.5,12.0
7020.0,134.90625,0.0,7020.0,73.4,44.96126597364763,7020.0,0.0,5000.0,0.5,12.0
7030.0,135.25,0.0,7030.0,73.4,44.98221229420038,7030.0,0.0,4999.0,0.5,12.0
7040.0,135.59375,0.0,7040.0,73.7,45.59821280820784,7040.0,0.0,4999.0,0.5,11.0
7050.0,135.96875,0.0,7050.0,73.7,45.62205883569177,7050.0,0.0,5000.0,0.5,11.0
7060.0,136.28125,0.0,7060.0,73.7,45.66430041237284,7060.0,0.0,4999.0,0.5,11.0
7070.0,136.59375,0.0,7070.0,73.8,45.85613437598161,7070.0,0.0,5000.0,0.5,11.0
7080.0,136.9375,0.0,7080.0,73.5,45.318883762390946,7080.0,0.0,5000.0,0.5,11.0
7090.0,137.265625,0.0,7090.0,74.0,46.32357798771223,7090.0,0.0,5000.0,0.5,11.0
7100.0,137.609375,0.0,7100.0,73.7,45.82681057922057,7100.0,0.0,4990.0,0.5,11.0
7110.0,137.9375,0.0,7110.0,73.4,45.250366369728795,7110.0,0.0,5000.0,0.5,11.0
7120.0,138.296875,0.0,7120.0,73.3,44.891640866873054,7120.0,0.0,4998.0,0.5,11.0
7130.0,138.609375,0.0,7130.0,73.4,45.08398434274199,7130.0,0.0,4997.0,0.5,11.0
7140.0,138.9375,0.0,7140.0,73.7,45.75888069428632,7140.0,0.0,5000.0,0.5,11.0
7150.0,139.28125,0.0,7150.0,73.6,45.49688671610483,7150.0,0.0,5000.0,0.5,11.0
7160.0,139.609375,0.0,7160.0,73.7,45.746348708639324,7160.0,0.0,5000.0,0.5,11.0
7170.0,139.953125,0.0,7170.0,73.9,46.25604362114834,7170.0,0.0,5000.0,0.5,11.0
7180.0,140.3125,0.0,7180.0,74.0,46.44938849320937,7180.0,0.0,5000.0,0.5,11.0
7190.0,140.640625,0.0,7190.0,74.3,46.99894410347786,7190.0,0.0,5000.0,0.5,11.0
7200.0,141.0,0.0,7200.0,74.3,46.98407459361333,7200.0,0.0,5000.0,0.5,11.0
7210.0,141.375,0.0,7210.0,74.7,47.713444877984266,7210.0,0.0,5000.0,0.5,11.0
7220.0,141.734375,0.0,7220.0,74.7,47.671917400225034,7220.0,0.0,5000.0,0.5,11.0
7230.0,142.09375,0.0,7230.0,74.7,47.671917400225034,7230.0,0.0,5000.0,0.5,11.0
7240.0,142.484375,0.0,7240.0,74.6,47.33699348139794,7240.0,0.0,5000.0,0.5,11.0
7250.0,142.796875,0.0,7250.0,74.7,47.54519820865815,7250.0,0.0,5000.0,0.5,11.0
7260.0,143.140625,0.0,7260.0,74.9,47.98789837954329,7260.0,0.0,4999.0,0.5,11.0
7270.0,143.546875,0.0,7270.0,74.7,47.65892653216597,7270.0,0.0,5000.0,0.5,11.0
7280.0,143.890625,0.0,7280.0,75.2,48.65318122528417,7280.0,0.0,5000.0,0.5,11.0
7290.0,144.265625,0.0,7290.0,75.3,48.74625453398518,7290.0,0.0,5000.0,0.5,11.0
7300.0,144.625,0.0,7300.0,75.5,49.132131882734,7300.0,0.0,5000.0,0.5,11.0
7310.0,144.953125,0.0,7310.0,75.5,48.973641240961044,7310.0,0.0,5000.0,0.5,12.0
7320.0,145.296875,0.0,7320.0,75.7,49.4175735422686,7320.0,0.0,5000.0,0.5,12.0
7330.0,145.65625,0.0,7330.0,76.0,50.0998003992016,7330.0,0.0,5000.0,0.5,12.0
7340.0,146.03125,0.0,7340.0,75.9,49.84808756815249,7340.0,0.0,5000.0,0.5,12.0
7350.0,146.34375,0.0,7350.0,76.1,50.278771740034955,7350.0,0.0,5000.0,0.5,12.0
7360.0,146.703125,0.0,7360.0,76.1,50.436326232663085,7360.0,0.0,5000.0,0.5,12.0
7370.0,147.046875,0.0,7370.0,76.4,51.01539279013002,7370.0,0.0,5000.0,0.5,12.0
7380.0,147.375,0.0,7380.0,76.3,50.79434944731881,7380.0,0.0,5000.0,0.5,12.0
7390.0,147.75,0.0,7390.0,76.1,50.29366254596277,7390.0,0.0,5000.0,0.5,12.0
7400.0,148.09375,0.0,7400.0,76.2,50.45795170691092,7400.0,0.0,5000.0,0.5,12.0
7410.0,148.453125,0.0,7410.0,76.4,50.743234499772505,7410.0,0.0,5000.0,0.5,11.0
7420.0,148.84375,0.0,7420.0,76.4,50.65342394145323,7420.0,0.0,5000.0,0.5,11.0
7430.0,149.171875,0.0,7430.0,76.4,50.69857610802862,7430.0,0.0,5000.0,0.5,11.0
7440.0,149.515625,0.0,7440.0,76.3,50.504974563316054,7440.0,0.0,5000.0,0.5,11.0
7450.0,149.921875,0.0,7450.0,76.3,50.26024177300202,7450.0,0.0,5000.0,0.5,11.0
7460.0,150.25,0.0,7460.0,76.2,50.206913288896146,7460.0,0.0,5000.0,0.5,11.0
7470.0,150.609375,0.0,7470.0,76.3,50.52192066805845,7470.0,0.0,5000.0,0.5,11.0
7480.0,150.96875,0.0,7480.0,76.2,50.28409090909092,7480.0,0.0,5000.0,0.5,11.0
7490.0,151.28125,0.0,7490.0,76.2,50.2664298401421,7490.0,0.0,5000.0,0.5,11.0
7500.0,151.640625,0.0,7500.0,76.0,49.86295875392741,7500.0,0.0,5000.0,0.5,11.0
7510.0,152.015625,0.0,7510.0,75.9,49.78999299976666,7510.0,0.0,5000.0,0.5,12.0
